uuid,file_name,file_timestamp,file_date,file_duplicate,file_md5,file_size,file_url
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-02_23-58.html,1696305480,2023-10-02,0,9cfe2791b69c362dbc5f5938949d5de9,47804,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-02_23-58.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-03_22-29.html,1696386540,2023-10-03,0,ea7c2122fff9be91bb48458e4a45da2a,47839,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-03_22-29.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-04_22-30.html,1696473000,2023-10-04,0,ebea05531f511c1469f9b32a5c4a2c3c,47709,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-04_22-30.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-05_22-31.html,1696559460,2023-10-05,0,c0495e138e5188799292a0146c24d43d,47731,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-05_22-31.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-06_22-29.html,1696645740,2023-10-06,0,b2e72ae3d146425cac7bfed3d8e1f468,47728,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-06_22-29.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-07_22-27.html,1696732020,2023-10-07,0,bde0046d961987dd454134b3ae0bd801,47691,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-07_22-27.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-08_22-28.html,1696818480,2023-10-08,0,ae62810b9e7620a21e97d6023e4832be,47732,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-08_22-28.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-09_22-30.html,1696905000,2023-10-09,0,24c27754dbd24ef013bc545dbc560eae,47779,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-09_22-30.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-10_22-29.html,1696991340,2023-10-10,0,4d19c3838d23452e07106edbd2c9bc12,65052,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-10_22-29.html
0c7f33a3-5d07-4db9-9287-d88071e027bc,pei-respiratory-illness-summary-2023-2024-webpage_2023-10-11_22-31.html,1697077860,2023-10-11,0,47f824da765b0462b205d68e325b739c,66850,https://archive.org/download/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc/cc19da_0c7f33a3-5d07-4db9-9287-d88071e027bc.zip/pei-respiratory-illness-summary-2023-2024-webpage_2023-10-11_22-31.html
