uuid,file_name,file_timestamp,file_date,file_duplicate,file_md5,file_size,file_url
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-05-06_23-59.pdf,1620359940,2021-05-06,0,58ace94b82fa52b6a9dd2a1b90ca41d4,9099700,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-05-06_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-05-13_23-59.pdf,1620964740,2021-05-13,0,254928e43665d22b81d69caab6384ba9,10394684,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-05-13_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-05-20_23-59.pdf,1621569540,2021-05-20,0,bb6ba40a8dafc242c69dae441bfa77ea,7467405,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-05-20_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-05-27_23-59.pdf,1622174340,2021-05-27,0,6bb09742d468133a700c8de57972a216,7484752,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-05-27_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-06-03_23-59.pdf,1622779140,2021-06-03,0,a386e9332d3c94af78d4efb084c9dbb8,7606853,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-06-03_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-06-10_23-59.pdf,1623383940,2021-06-10,0,0887358192000bc01eb85194c1cb0efa,7940873,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-06-10_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-06-17_23-59.pdf,1623988740,2021-06-17,0,1ac4051abb2d433426921892a41ebfa8,6774137,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-06-17_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-06-24_23-59.pdf,1624593540,2021-06-24,0,1f8102112ff24b457fe202bcb8727910,7545896,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-06-24_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-07-02_23-59.pdf,1625284740,2021-07-02,0,3072ab1991bd0831a2886f56fb1a0a3d,8459139,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-07-02_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-07-08_23-59.pdf,1625803140,2021-07-08,0,18fe8aa28112f877f9cd9ccb54ac9983,7434927,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-07-08_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-07-26_23-59.pdf,1627358340,2021-07-26,0,9273e37701011ff8474edb43e5989a32,9053874,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-07-26_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-08-05_23-59.pdf,1628222340,2021-08-05,0,3e2aae1838b29f962330b4692da4211b,7880085,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-08-05_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-08-19_23-59.pdf,1629431940,2021-08-19,0,46ba732ee2beba0b4c1cfc2c56250e86,10839087,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-08-19_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-08-26_23-59.pdf,1630036740,2021-08-26,0,7ca6feb785339b1e5097fd02463d5048,10435557,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-08-26_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-09-02_23-59.pdf,1630641540,2021-09-02,0,d1fad194e758f7a68f6798836ae31202,9832424,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-09-02_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-09-09_23-59.pdf,1631246340,2021-09-09,0,b15f5438bd2102917b1d457b8c00f865,9454825,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-09-09_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-09-16_23-59.pdf,1631851140,2021-09-16,0,98200096dc1dbdbcee28a8bd2f6e6708,9966877,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-09-16_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-09-23_23-59.pdf,1632455940,2021-09-23,0,25a3dc87f5418e8b10d3a3918b5178cf,10730450,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-09-23_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-10-01_23-59.pdf,1633147140,2021-10-01,0,73e4ce269e4245080f1d3cff8dd404f1,10984476,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-10-01_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-10-07_23-59.pdf,1633665540,2021-10-07,0,eac770aec9546def3674a60d07557c5e,10432020,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-10-07_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-10-14_23-59.pdf,1634270340,2021-10-14,0,87d2e010a10ef3713b0b74a73e91ff92,11491332,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-10-14_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-10-21_23-59.pdf,1634875140,2021-10-21,0,3ff3af8ad064b1d0399f0e0ac88e178c,11463790,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-10-21_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-11-04_23-59.pdf,1636084740,2021-11-04,0,5c11c6984f2d5a864038bf13b61efdd3,13238703,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-11-04_23-59.pdf
98cc0f4d-c81a-45cf-8650-d221a69be80e,Data_Summary_2021-11-11_23-59.pdf,1636693140,2021-11-11,0,859d44c0095a5cce0ef84eea69e7abc3,17396721,https://archive.org/download/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e/cc19da_98cc0f4d-c81a-45cf-8650-d221a69be80e.zip/Data_Summary_2021-11-11_23-59.pdf
